show_id,type,title,director,cast,country,language,date_added,release_year,rating,duration,runtime_minutes,listed_in,imdb_score,popularity_score,netflix_original,description
n00104,TV Show,The Sandman: Untold,Lana Wachowski,"Ryan Reynolds, Millie Bobby Brown, Dev Patel",Germany,German,06-07-2024,2022,TV-PG,3 Seasons,,"Reality TV, Thriller",8.4,51,FALSE,"The Sandman: Untold is a tv show in the Reality TV, Thriller category from Germany."
n00105,Movie,Project of Mystery 105,Mike Flanagan,"Chris Hemsworth, Penn Badgley, Henry Cavill",India,Telugu,15-02-2016,2007,TV-14,110 min,110,"War, Fantasy",6.1,84,TRUE,"Project of Mystery 105 is a movie in the War, Fantasy category from India."
n00106,TV Show,Enola Holmes: Untold,Martin Scorsese,"Song Kang, Ryan Reynolds, Rajkummar Rao",United Kingdom,English,16-04-2017,2012,PG-13,2 Seasons,,"Reality TV, Drama",6.9,86,FALSE,"Enola Holmes: Untold is a tv show in the Reality TV, Drama category from United Kingdom."
n00107,Movie,Trial of Secret 107,Noah Baumbach,"Kiara Advani, Henry Cavill, Regé-Jean Page",France,French,26-12-2020,2020,R,163 min,163,Fantasy,7,69,FALSE,Trial of Secret 107 is a movie in the Fantasy category from France.
n00108,Movie,House of Love 108,Baran bo Odar,"Chris Hemsworth, Alia Bhatt, Dev Patel",Australia,English,13-12-2018,2018,PG-13,164 min,164,"Horror, Romance",7,58,TRUE,"House of Love 108 is a movie in the Horror, Romance category from Australia."
n00109,TV Show,Legacy of House 109,Álex Pina,"Kiara Advani, Anya Taylor-Joy, Vicky Kaushal",South Korea,Korean,24-08-2018,2018,TV-14,2 Seasons,,"Documentary, Drama",6.2,100,TRUE,"Legacy of House 109 is a tv show in the Documentary, Drama category from South Korea."
n00110,Movie,The Haunting of Hill House: Untold,Bong Joon-ho,"Henry Cavill, Regé-Jean Page, Lee Jung-jae",India,Hindi,20-11-2019,2014,TV-MA,162 min,162,"Romance, Comedy",7.9,57,FALSE,"The Haunting of Hill House: Untold is a movie in the Romance, Comedy category from India."
n00111,Movie,War of Diary 111,Shawn Levy,"Anya Taylor-Joy, Kriti Sanon, Rajkummar Rao",United States,Spanish,15-01-2024,1999,TV-14,183 min,183,Animation,5.1,69,TRUE,War of Diary 111 is a movie in the Animation category from United States.
n00112,TV Show,Game of Project 112,Martin Scorsese,"Daniel Craig, Adam Driver, Song Kang",India,Tamil,22-04-2016,1999,TV-MA,1 Season,,"Reality TV, Fantasy",6.9,74,TRUE,"Game of Project 112 is a tv show in the Reality TV, Fantasy category from India."
n00113,Movie,Project of Night 113,Baran bo Odar,"Anya Taylor-Joy, Ana de Armas, Claire Foy",Spain,Spanish,04-10-2023,2023,TV-14,171 min,171,"Romance, Family",6.7,89,FALSE,"Project of Night 113 is a movie in the Romance, Family category from Spain."
n00114,TV Show,Secret of War 114,Zoya Akhtar,"Úrsula Corberó, Florence Pugh, Adam Driver",Sweden,Swedish,14-10-2016,2008,TV-PG,5 Seasons,,Drama,6.9,65,TRUE,Secret of War 114 is a tv show in the Drama category from Sweden.
n00115,Movie,Code of Road 115,Bong Joon-ho,"Daniel Craig, Claire Foy, Scarlett Johansson",South Korea,Korean,08-04-2024,1996,TV-14,184 min,184,"Horror, History, Fantasy",6.8,82,TRUE,"Code of Road 115 is a movie in the Horror, History, Fantasy category from South Korea."
n00116,Movie,City of Love 116,Rian Johnson,"Vicky Kaushal, Radhika Apte, Alia Bhatt",United States,Spanish,17-11-2023,2020,TV-MA,109 min,109,"Drama, Family",6.8,72,TRUE,"City of Love 116 is a movie in the Drama, Family category from United States."
n00117,TV Show,Elite: Aftermath,Rian Johnson,"Radhika Apte, Ana de Armas, Kriti Sanon",India,English,15-08-2019,2014,TV-MA,1 Season,,"Horror, Animation, Crime",6.9,83,TRUE,"Elite: Aftermath is a tv show in the Horror, Animation, Crime category from India."
n00118,TV Show,Road of Game 118,Greta Gerwig,"Henry Cavill, Millie Bobby Brown, Daniel Craig",France,French,23-10-2019,2007,PG-13,1 Season,,"Action, Horror, Comedy",8.1,55,TRUE,"Road of Game 118 is a tv show in the Action, Horror, Comedy category from France."
n00119,TV Show,Mystery of Legacy 119,Bong Joon-ho,"Adam Driver, Kriti Sanon, Penn Badgley",United States,English,30-07-2021,2020,TV-MA,4 Seasons,,"Animation, Adventure, Crime",7.1,67,TRUE,"Mystery of Legacy 119 is a tv show in the Animation, Adventure, Crime category from United States."
n00120,Movie,Club of Mystery 120,Álex Pina,"Anya Taylor-Joy, Millie Bobby Brown, Chris Hemsworth",Spain,Spanish,12-04-2021,2002,R,125 min,125,"Animation, Thriller",7,40,TRUE,"Club of Mystery 120 is a movie in the Animation, Thriller category from Spain."
n00121,Movie,Love of Diary 121,Zoya Akhtar,"Penn Badgley, Kriti Sanon, Radhika Apte",Mexico,Spanish,22-12-2020,2014,TV-14,160 min,160,History,7.1,56,TRUE,Love of Diary 121 is a movie in the History category from Mexico.
n00122,TV Show,Road of Diary 122,David Fincher,"Scarlett Johansson, Anya Taylor-Joy, Vicky Kaushal",United States,Spanish,03-05-2019,2018,R,2 Seasons,,"Thriller, Animation",7.3,76,TRUE,"Road of Diary 122 is a tv show in the Thriller, Animation category from United States."
n00123,TV Show,Ozark: Origins,Mike Flanagan,"Vicky Kaushal, Lee Jung-jae, Úrsula Corberó",Japan,Japanese,25-11-2022,2020,R,3 Seasons,,"Sports, War",7.6,52,FALSE,"Ozark: Origins is a tv show in the Sports, War category from Japan."
n00124,Movie,Mystery of Love 124,Greta Gerwig,"Song Kang, Lee Jung-jae, Daniel Craig",Spain,Spanish,09-01-2024,2024,TV-MA,185 min,185,Crime,7,87,TRUE,Mystery of Love 124 is a movie in the Crime category from Spain.
n00125,TV Show,Dream of Empire 125,Vikramaditya Motwane,"Alia Bhatt, Millie Bobby Brown, Dev Patel",Canada,French,03-04-2023,2013,TV-MA,1 Season,,"Sports, Crime, Action",6.4,96,FALSE,"Dream of Empire 125 is a tv show in the Sports, Crime, Action category from Canada."
n00126,Movie,Empire of Road 126,Shonda Rhimes,"Ana de Armas, Song Kang, Daniel Craig",Spain,Spanish,04-11-2021,2021,PG,154 min,154,"Action, Documentary, Romance",8.1,74,TRUE,"Empire of Road 126 is a movie in the Action, Documentary, Romance category from Spain."
n00127,Movie,Trial of Love 127,Bong Joon-ho,"Kiara Advani, Claire Foy, Regé-Jean Page",United States,English,31-10-2022,1999,TV-MA,97 min,97,"History, Romance",6.8,76,FALSE,"Trial of Love 127 is a movie in the History, Romance category from United States."
n00128,TV Show,Shadow of War 128,David Fincher,"Daniel Craig, Claire Foy, Florence Pugh",Turkey,Turkish,22-12-2024,2004,R,2 Seasons,,"Sports, Mystery",6.4,81,TRUE,"Shadow of War 128 is a tv show in the Sports, Mystery category from Turkey."
n00129,Movie,Diary of Chronicles 129,Anurag Kashyap,"Vicky Kaushal, Jenna Ortega, Daniel Craig",United States,English,15-06-2021,2021,TV-14,168 min,168,"War, Mystery",7.7,93,TRUE,"Diary of Chronicles 129 is a movie in the War, Mystery category from United States."
n00130,Movie,Season of Secret 130,Shawn Levy,"Dev Patel, Rajkummar Rao, Lee Jung-jae",United States,Spanish,10-04-2024,2012,TV-14,170 min,170,Mystery,7.7,83,TRUE,Season of Secret 130 is a movie in the Mystery category from United States.
n00131,Movie,House of Trial 131,Steven Soderbergh,"Daniel Craig, Millie Bobby Brown, Jenna Ortega",United Kingdom,English,14-03-2023,1999,TV-MA,113 min,113,"Crime, History",7.6,93,TRUE,"House of Trial 131 is a movie in the Crime, History category from United Kingdom."
n00132,Movie,Signal of Dream 132,Bong Joon-ho,"Millie Bobby Brown, Adam Driver, Henry Cavill",United States,Spanish,27-05-2021,2018,TV-14,158 min,158,"Mystery, Sports",8.8,67,TRUE,"Signal of Dream 132 is a movie in the Mystery, Sports category from United States."
n00133,Movie,Island of Dream 133,Greta Gerwig,"Adam Driver, Florence Pugh, Anya Taylor-Joy",United States,English,15-10-2022,2018,TV-MA,112 min,112,"Thriller, History",7.3,86,FALSE,"Island of Dream 133 is a movie in the Thriller, History category from United States."
n00134,Movie,City of Love 134,Shawn Levy,"Daniel Craig, Radhika Apte, Henry Cavill",India,Tamil,21-01-2018,2018,TV-MA,167 min,167,"Animation, Drama",6.7,86,FALSE,"City of Love 134 is a movie in the Animation, Drama category from India."
n00135,TV Show,Empire of Secret 135,Shonda Rhimes,"Scarlett Johansson, Vicky Kaushal, Regé-Jean Page",Canada,English,28-06-2022,2020,TV-PG,1 Season,,Adventure,6.5,64,FALSE,Empire of Secret 135 is a tv show in the Adventure category from Canada.
n00136,Movie,6 Underground: Aftermath,Zoya Akhtar,"Adam Driver, Scarlett Johansson, Claire Foy",Japan,Japanese,09-06-2018,2007,TV-MA,130 min,130,"War, Sports, Adventure",7.8,92,FALSE,"6 Underground: Aftermath is a movie in the War, Sports, Adventure category from Japan."
n00137,Movie,Secret of Code 137,Hwang Dong-hyuk,"Chris Hemsworth, Úrsula Corberó, Radhika Apte",United States,English,03-09-2020,2016,TV-Y7,95 min,95,"Thriller, History",6.8,91,FALSE,"Secret of Code 137 is a movie in the Thriller, History category from United States."
n00138,Movie,Secret of Diary 138,Shonda Rhimes,"Alia Bhatt, Millie Bobby Brown, Anya Taylor-Joy",United States,Spanish,14-10-2019,2013,PG,81 min,81,Mystery,6.6,64,FALSE,Secret of Diary 138 is a movie in the Mystery category from United States.
n00139,TV Show,Chronicles of Files 139,Ryan Murphy,"Alia Bhatt, Radhika Apte, Regé-Jean Page",United States,English,21-08-2021,2006,TV-MA,2 Seasons,,Drama,7.6,69,FALSE,Chronicles of Files 139 is a tv show in the Drama category from United States.
n00140,Movie,Trial of Signal 140,Ryan Murphy,"Ana de Armas, Regé-Jean Page, Jenna Ortega",United Kingdom,English,21-09-2022,2022,TV-MA,129 min,129,Crime,7.2,78,TRUE,Trial of Signal 140 is a movie in the Crime category from United Kingdom.
n00141,Movie,Road of Secret 141,Alfonso Cuarón,"Regé-Jean Page, Daniel Craig, Úrsula Corberó",Spain,Spanish,16-07-2020,2018,TV-14,138 min,138,"Comedy, History",8.5,65,TRUE,"Road of Secret 141 is a movie in the Comedy, History category from Spain."
n00142,Movie,Empire of Love 142,Shonda Rhimes,"Ana de Armas, Alia Bhatt, Úrsula Corberó",Japan,Japanese,15-02-2021,1998,TV-14,97 min,97,"Sci-Fi, Reality TV, History",6.7,90,FALSE,"Empire of Love 142 is a movie in the Sci-Fi, Reality TV, History category from Japan."
n00143,Movie,Night of Shadow 143,Steven Soderbergh,"Daniel Craig, Rajkummar Rao, Adam Driver",United States,English,11-01-2024,2024,R,184 min,184,"Family, Sports",6.3,84,FALSE,"Night of Shadow 143 is a movie in the Family, Sports category from United States."
n00144,Movie,Kingdom of Dream 144,Zoya Akhtar,"Úrsula Corberó, Henry Cavill, Anya Taylor-Joy",South Korea,Korean,01-12-2020,2020,R,99 min,99,"Horror, Fantasy",7.4,82,TRUE,"Kingdom of Dream 144 is a movie in the Horror, Fantasy category from South Korea."
n00145,TV Show,Dream of Code 145,Greta Gerwig,"Song Kang, Regé-Jean Page, Kriti Sanon",India,Hindi,05-02-2020,2020,TV-14,1 Season,,"History, War, Crime",6.7,98,FALSE,"Dream of Code 145 is a tv show in the History, War, Crime category from India."
n00146,TV Show,Marriage Story: Untold,Alfonso Cuarón,"Vicky Kaushal, Rajkummar Rao, Millie Bobby Brown",Italy,Italian,21-04-2022,2022,TV-MA,3 Seasons,,"Drama, Romance, Documentary",8.1,77,TRUE,"Marriage Story: Untold is a tv show in the Drama, Romance, Documentary category from Italy."
n00147,Movie,Diary of City 147,Alfonso Cuarón,"Ana de Armas, Rajkummar Rao, Lee Jung-jae",United States,English,13-01-2020,2020,TV-14,88 min,88,Mystery,8.7,86,TRUE,Diary of City 147 is a movie in the Mystery category from United States.
n00148,TV Show,Season of Secret 148,Vikramaditya Motwane,"Rajkummar Rao, Kriti Sanon, Kiara Advani",United States,Spanish,01-06-2017,2016,PG-13,1 Season,,Horror,6.4,81,TRUE,Season of Secret 148 is a tv show in the Horror category from United States.
n00149,Movie,Diary of Road 149,Álex Pina,"Anya Taylor-Joy, Ana de Armas, Henry Cavill",Japan,Japanese,07-04-2022,2005,R,83 min,83,Crime,6.9,100,TRUE,Diary of Road 149 is a movie in the Crime category from Japan.
n00150,Movie,Empire of Secret 150,Ava DuVernay,"Alia Bhatt, Anya Taylor-Joy, Jenna Ortega",United States,Spanish,04-02-2024,2024,R,99 min,99,Action,8.1,71,TRUE,Empire of Secret 150 is a movie in the Action category from United States.
n00151,Movie,Project of Dream 151,Ryan Murphy,"Daniel Craig, Kriti Sanon, Ryan Reynolds",France,French,11-11-2020,2016,TV-MA,163 min,163,"Adventure, History, Drama",6.4,67,TRUE,"Project of Dream 151 is a movie in the Adventure, History, Drama category from France."
n00152,Movie,Code of House 152,Mike Flanagan,"Song Kang, Penn Badgley, Radhika Apte",France,French,17-01-2020,2011,TV-MA,168 min,168,"Adventure, Thriller",7.2,93,FALSE,"Code of House 152 is a movie in the Adventure, Thriller category from France."
n00153,Movie,Dream of Kingdom 153,Martin Scorsese,"Jenna Ortega, Millie Bobby Brown, Claire Foy",Brazil,Portuguese,22-05-2022,2007,TV-14,100 min,100,"Animation, Documentary, Romance",8.6,94,FALSE,"Dream of Kingdom 153 is a movie in the Animation, Documentary, Romance category from Brazil."
n00154,TV Show,Shadow of Legacy 154,Shawn Levy,"Penn Badgley, Regé-Jean Page, Scarlett Johansson",United States,English,04-09-2024,2024,R,2 Seasons,,Drama,6.9,74,TRUE,Shadow of Legacy 154 is a tv show in the Drama category from United States.
n00155,TV Show,6 Underground: Untold,Vikramaditya Motwane,"Vicky Kaushal, Alia Bhatt, Adam Driver",United States,Spanish,12-08-2021,2021,TV-14,3 Seasons,,"Sci-Fi, Drama",7.1,71,TRUE,"6 Underground: Untold is a tv show in the Sci-Fi, Drama category from United States."
n00156,TV Show,Ozark: The Final Chapter,Ava DuVernay,"Anya Taylor-Joy, Florence Pugh, Dev Patel",Spain,Spanish,02-05-2023,2023,G,4 Seasons,,"Thriller, Sports, Family",7.1,91,TRUE,"Ozark: The Final Chapter is a tv show in the Thriller, Sports, Family category from Spain."
n00157,TV Show,Kingdom of Code 157,Shonda Rhimes,"Rajkummar Rao, Alia Bhatt, Úrsula Corberó",United States,English,13-07-2022,2022,TV-14,1 Season,,"Drama, Animation",8.9,74,TRUE,"Kingdom of Code 157 is a tv show in the Drama, Animation category from United States."
n00158,Movie,Mystery of Files 158,Lana Wachowski,"Scarlett Johansson, Lee Jung-jae, Daniel Craig",Canada,English,20-07-2017,2014,R,161 min,161,"Horror, Crime, Comedy",5.4,76,TRUE,"Mystery of Files 158 is a movie in the Horror, Crime, Comedy category from Canada."
n00159,TV Show,Secret of Kingdom 159,Noah Baumbach,"Penn Badgley, Ryan Reynolds, Chris Hemsworth",Sweden,Swedish,20-05-2024,2016,R,2 Seasons,,"Romance, Mystery",6.4,51,TRUE,"Secret of Kingdom 159 is a tv show in the Romance, Mystery category from Sweden."
n00160,TV Show,Game of Trial 160,David Fincher,"Jenna Ortega, Millie Bobby Brown, Penn Badgley",United States,English,25-02-2020,2020,TV-MA,1 Season,,"Action, Crime, War",8.5,57,TRUE,"Game of Trial 160 is a tv show in the Action, Crime, War category from United States."
n00161,TV Show,Black Mirror: Aftermath,David Fincher,"Florence Pugh, Regé-Jean Page, Chris Hemsworth",United States,English,13-03-2017,2011,TV-PG,1 Season,,"Documentary, Animation, History",7.2,77,FALSE,"Black Mirror: Aftermath is a tv show in the Documentary, Animation, History category from United States."
n00162,Movie,Empire of Dream 162,Shonda Rhimes,"Song Kang, Adam Driver, Kriti Sanon",United States,Spanish,26-05-2017,2017,TV-PG,91 min,91,"Family, Sci-Fi",5.8,58,TRUE,"Empire of Dream 162 is a movie in the Family, Sci-Fi category from United States."
n00163,TV Show,Sex Education: Origins,Hwang Dong-hyuk,"Regé-Jean Page, Lee Jung-jae, Kriti Sanon",Canada,English,07-12-2022,2012,PG-13,5 Seasons,,"Comedy, Mystery, Action",6.2,56,FALSE,"Sex Education: Origins is a tv show in the Comedy, Mystery, Action category from Canada."
n00164,TV Show,Chronicles of Island 164,Baran bo Odar,"Úrsula Corberó, Song Kang, Henry Cavill",Turkey,Turkish,20-07-2022,2006,TV-MA,1 Season,,"Adventure, Thriller",7.4,64,FALSE,"Chronicles of Island 164 is a tv show in the Adventure, Thriller category from Turkey."
n00165,Movie,The Gray Man: Aftermath,Mike Flanagan,"Daniel Craig, Regé-Jean Page, Millie Bobby Brown",Norway,Norwegian,07-10-2021,2018,TV-MA,167 min,167,"Mystery, Comedy, War",8.4,87,TRUE,"The Gray Man: Aftermath is a movie in the Mystery, Comedy, War category from Norway."
n00166,TV Show,Season of Empire 166,Ava DuVernay,"Úrsula Corberó, Song Kang, Millie Bobby Brown",Mexico,Spanish,30-09-2019,2015,TV-MA,3 Seasons,,"Fantasy, Crime",7.5,68,TRUE,"Season of Empire 166 is a tv show in the Fantasy, Crime category from Mexico."
n00167,TV Show,Trial of War 167,Greta Gerwig,"Dev Patel, Adam Driver, Ryan Reynolds",United Kingdom,English,12-05-2017,2008,TV-MA,1 Season,,"War, Mystery",6.5,83,FALSE,"Trial of War 167 is a tv show in the War, Mystery category from United Kingdom."
n00168,Movie,City of Diary 168,Vikramaditya Motwane,"Millie Bobby Brown, Kriti Sanon, Adam Driver",United States,English,20-06-2023,2018,TV-14,144 min,144,History,6.5,82,TRUE,City of Diary 168 is a movie in the History category from United States.
n00169,TV Show,Signal of Trial 169,Shonda Rhimes,"Claire Foy, Adam Driver, Henry Cavill",Japan,Japanese,15-03-2023,2020,TV-14,1 Season,,"Family, Horror, Adventure",6.9,62,FALSE,"Signal of Trial 169 is a tv show in the Family, Horror, Adventure category from Japan."
n00170,Movie,The Witcher: Untold,Greta Gerwig,"Ana de Armas, Regé-Jean Page, Radhika Apte",Brazil,Portuguese,26-03-2024,2010,R,91 min,91,Crime,7.2,75,TRUE,The Witcher: Untold is a movie in the Crime category from Brazil.
n00171,Movie,Kingdom of Dream 171,Shonda Rhimes,"Kiara Advani, Radhika Apte, Henry Cavill",Germany,German,04-10-2020,2020,PG,115 min,115,Crime,6.8,80,FALSE,Kingdom of Dream 171 is a movie in the Crime category from Germany.
n00172,Movie,Love of War 172,Rian Johnson,"Dev Patel, Claire Foy, Kriti Sanon",United States,Spanish,22-12-2022,2004,R,143 min,143,"Documentary, War, Fantasy",7.5,85,TRUE,"Love of War 172 is a movie in the Documentary, War, Fantasy category from United States."
n00173,Movie,Night of Secret 173,David Fincher,"Ryan Reynolds, Daniel Craig, Úrsula Corberó",Netherlands,Dutch,16-09-2023,2018,TV-PG,171 min,171,"Fantasy, Comedy, History",7.8,65,TRUE,"Night of Secret 173 is a movie in the Fantasy, Comedy, History category from Netherlands."
n00174,Movie,Signal of City 174,Rian Johnson,"Chris Hemsworth, Vicky Kaushal, Regé-Jean Page",United States,English,08-08-2018,2018,TV-14,80 min,80,Crime,6.8,62,TRUE,Signal of City 174 is a movie in the Crime category from United States.
n00175,TV Show,House of Files 175,Ryan Murphy,"Kriti Sanon, Adam Driver, Scarlett Johansson",Spain,Spanish,14-07-2020,2020,TV-14,3 Seasons,,"Thriller, Family, Adventure",6.6,90,FALSE,"House of Files 175 is a tv show in the Thriller, Family, Adventure category from Spain."
n00176,Movie,Island of Game 176,Álex Pina,"Vicky Kaushal, Kiara Advani, Kriti Sanon",United States,Spanish,19-06-2018,2007,TV-MA,130 min,130,"Family, Sports",6,55,FALSE,"Island of Game 176 is a movie in the Family, Sports category from United States."
n00177,Movie,Road of Files 177,Ryan Murphy,"Penn Badgley, Rajkummar Rao, Ana de Armas",Germany,German,07-04-2024,2024,TV-MA,171 min,171,"Fantasy, Adventure",6.1,74,TRUE,"Road of Files 177 is a movie in the Fantasy, Adventure category from Germany."
